4,0.95,0.3,14.479125,0.13501518124526854,8000,3,5,0.009324816330079928
4,0.9289999999999999,0.3,15.4625,0.14579731247794223,8000,3,5,0.00942909054020645
4,0.9079999999999999,0.3,16.00625,0.14931290771476785,8000,3,5,0.00932841282091482
4,0.8869999999999999,0.3,16.296875,0.15252377016994836,8000,3,5,0.009359080815797408
4,0.8659999999999999,0.3,16.540125,0.1540394097804765,8000,3,5,0.009313074101947628
4,0.8449999999999999,0.3,17.141125,0.16024664104137254,8000,3,5,0.009348665332139667
4,0.824,0.3,17.955875,0.166599701172003,8000,3,5,0.009278283635411977
4,0.8029999999999999,0.3,18.302875,0.16491345767663182,8000,3,5,0.009010248809360924
4,0.7819999999999999,0.3,18.65425,0.1719768454519647,8000,3,5,0.009219177691516126
4,0.7609999999999999,0.3,19.245125,0.17843683351466763,8000,3,5,0.0092717939485801
4,0.7399999999999999,0.3,20.2475,0.1899804550221188,8000,3,5,0.009382909249147737
4,0.719,0.3,20.9895,0.19482222519820191,8000,3,5,0.009281889763843918
4,0.698,0.3,21.325125,0.2006953373128017,8000,3,5,0.009411215048577755
4,0.6769999999999999,0.3,22.5645,0.20839843739178665,8000,3,5,0.009235677165095024
4,0.6559999999999999,0.3,23.402,0.2189796217901221,8000,3,5,0.009357303725755153
4,0.6349999999999999,0.3,23.69275,0.22030990498946493,8000,3,5,0.009298621096726422
4,0.614,0.3,24.65,0.22868880289833032,8000,3,5,0.009277436223055997
4,0.593,0.3,25.642625,0.23281983731686806,8000,3,5,0.009079407327325813
4,0.572,0.3,27.133,0.25249778863716477,8000,3,5,0.009305929629497835
4,0.5509999999999999,0.3,27.9045,0.2548063740466118,8000,3,5,0.00913137214594821
4,0.5299999999999999,0.3,29.10475,0.26362141976953934,8000,3,5,0.009057676831772799
4,0.509,0.3,30.449875,0.278798194469946,8000,3,5,0.009155971723034858
4,0.48799999999999993,0.3,31.931625,0.2974111533831431,8000,3,5,0.0093139999415358
4,0.46699999999999997,0.3,33.237875,0.30282023144452946,8000,3,5,0.009110697703885385
4,0.44599999999999995,0.3,34.847375,0.32396716371658363,8000,3,5,0.009296745126902203
4,0.42499999999999993,0.3,37.107375,0.34536658489338107,8000,3,5,0.009307222213734631
4,0.40399999999999997,0.3,39.18375,0.36804265909952905,8000,3,5,0.009392737017246409
4,0.38299999999999995,0.3,41.021375,0.3874925109849615,8000,3,5,0.00944611220333208
4,0.362,0.3,44.5355,0.4134128384443616,8000,3,5,0.009282770788345513
4,0.34099999999999997,0.3,47.43475,0.43846596858295417,8000,3,5,0.009243560229219173
4,0.31999999999999995,0.3,49.942,0.46596519579842216,8000,3,5,0.009330126863129673
4,0.299,0.3,54.888375,0.5202910684961991,8000,3,5,0.00947907582427425
4,0.27799999999999997,0.3,58.39425,0.5485966500104953,8000,3,5,0.009394703245790387
4,0.257,0.3,62.6915,0.5758595143273055,8000,3,5,0.009185607527771797
4,0.236,0.3,68.159375,0.6394385580607911,8000,3,5,0.0093815202686467
4,0.21499999999999997,0.3,75.310375,0.6870032310512493,8000,3,5,0.009122291995641362
4,0.19399999999999998,0.3,83.468625,0.7850390358046783,8000,3,5,0.009405199088935253
4,0.173,0.3,95.130875,0.87526435895337,8000,3,5,0.00920063395772792
4,0.152,0.3,107.686,1.003614803888585,8000,3,5,0.009319826197356992
4,0.131,0.3,126.375,1.1612326740539172,8000,3,5,0.00918878476007056
4,0.10999999999999999,0.3,149.5325,1.367441376241933,8000,3,5,0.009144777063460672
4,0.089,0.3,182.606125,1.6938617086768217,8000,3,5,0.009276039939387694
4,0.068,0.3,244.13425,2.250669782015044,8000,3,5,0.00921898415324783
4,0.04699999999999999,0.3,353.84075,3.314280358232584,8000,3,5,0.009366587534738676
4,0.026,0.3,651.634125,6.0956738706686675,8000,3,5,0.009354442373116459
4,0.005,0.3,3379.13325,31.274431532227933,8000,3,5,0.009255163741242798
