4,0.99,0.5,14.308,0.12661391465957908,8000,1,1,13,0.008849169322028172
4,0.9695833333333334,0.5,14.63675,0.12536721878996476,8000,1,1,13,0.008565236052399937
4,0.9491666666666667,0.5,15.377625,0.1355361549590533,8000,1,1,13,0.008813854867643951
4,0.92875,0.5,15.9895,0.14279860433115188,8000,1,1,13,0.008930773590865998
4,0.9083333333333333,0.5,16.702625,0.14428747866060365,8000,1,1,13,0.008638610916583689
4,0.8879166666666667,0.5,17.342375,0.15373151829532727,8000,1,1,13,0.008864502024395579
4,0.8674999999999999,0.5,17.859125,0.15374793399489256,8000,1,1,13,0.008608928712626883
4,0.8470833333333333,0.5,18.7585,0.16577437938914968,8000,1,1,13,0.00883729399414397
4,0.8266666666666667,0.5,19.304625,0.1670318937594359,8000,1,1,13,0.00865242882259748
4,0.80625,0.5,20.021375,0.17278790241528633,8000,1,1,13,0.008630171624840269
4,0.7858333333333334,0.5,21.0445,0.1849667985296815,8000,1,1,13,0.00878931780416173
4,0.7654166666666666,0.5,21.9345,0.19084266447540763,8000,1,1,13,0.008700570538439792
4,0.745,0.5,23.059625,0.20044809156511914,8000,1,1,13,0.008692599795752062
4,0.7245833333333334,0.5,23.496375,0.20357782012912884,8000,1,1,13,0.008664222465343221
4,0.7041666666666666,0.5,25.027875,0.21890759138216853,8000,1,1,13,0.008746551250642274
4,0.68375,0.5,26.10075,0.22509908069382167,8000,1,1,13,0.008624238027406172
4,0.6633333333333333,0.5,26.678625,0.2320933838049302,8000,1,1,13,0.008699600665511441
4,0.6429166666666667,0.5,27.9455,0.24576129891778267,8000,1,1,13,0.008794306736962397
4,0.6225,0.5,28.914375,0.25217296508639053,8000,1,1,13,0.00872137008274917
4,0.6020833333333333,0.5,30.335875,0.26752251804334976,8000,1,1,13,0.008818684743504175
4,0.5816666666666667,0.5,31.83475,0.27772436273649936,8000,1,1,13,0.00872393729294244
4,0.56125,0.5,33.08975,0.287970945192995,8000,1,1,13,0.008702723507823267
4,0.5408333333333333,0.5,35.029875,0.3067254601007734,8000,1,1,13,0.008756110608467014
4,0.5204166666666666,0.5,36.940625,0.3233474143935146,8000,1,1,13,0.00875316577327846
4,0.5,0.5,38.027875,0.3311424359881423,8000,1,1,13,0.008707886937888123
4,0.47958333333333336,0.5,40.377375,0.3490101218400624,8000,1,1,13,0.008643705090785679
4,0.45916666666666667,0.5,42.917125,0.3667206005144136,8000,1,1,13,0.008544854775673199
4,0.43875,0.5,44.56525,0.38821602461117977,8000,1,1,13,0.008711182470897836
4,0.41833333333333333,0.5,46.993125,0.4155048844543498,8000,1,1,13,0.00884182280821609
4,0.3979166666666667,0.5,49.606,0.4397910626335494,8000,1,1,13,0.008865682833398164
4,0.3775,0.5,52.801375,0.4487203713172896,8000,1,1,13,0.008498270571879796
4,0.3570833333333333,0.5,55.995125,0.4873806124446994,8000,1,1,13,0.008703982935026921
4,0.33666666666666667,0.5,58.79625,0.5090267176358191,8000,1,1,13,0.008657469101104561
4,0.31625000000000003,0.5,63.8365,0.5525156153059337,8000,1,1,13,0.00865516773798585
4,0.29583333333333334,0.5,69.41525,0.6160289978121611,8000,1,1,13,0.008874548428654526
4,0.27541666666666664,0.5,74.44225,0.6381152772074676,8000,1,1,13,0.008571950434161616
4,0.255,0.5,80.02475,0.6897147819858211,8000,1,1,13,0.008618768343366535
4,0.23458333333333334,0.5,88.36325,0.762861718091689,8000,1,1,13,0.008633246492084539
4,0.21416666666666667,0.5,97.964,0.8404182371603254,8000,1,1,13,0.008578847710999198
4,0.19375,0.5,106.34975,0.9257143776596608,8000,1,1,13,0.00870443397995445
4,0.17333333333333334,0.5,122.731125,1.082815474849417,8000,1,1,13,0.008822663972561295
4,0.15291666666666667,0.5,140.467875,1.2125587107750417,8000,1,1,13,0.008632284860684635
4,0.1325,0.5,162.270125,1.4320883476814523,8000,1,1,13,0.008825335826181512
4,0.11208333333333333,0.5,190.302,1.6821226111850118,8000,1,1,13,0.008839227181979232
4,0.09166666666666666,0.5,231.351375,2.030097571754872,8000,1,1,13,0.008774953560379195
4,0.07125,0.5,300.575875,2.6276296692709384,8000,1,1,13,0.008741984596305137
4,0.050833333333333335,0.5,425.683,3.698671829763765,8000,1,1,13,0.008688793843690645
4,0.030416666666666668,0.5,714.835,6.252179615191616,8000,1,1,13,0.008746325536930362
4,0.01,0.5,2164.257875,18.806711202426303,8000,1,1,13,0.008689681308160334
