8,0.015,0.2,17231.6035,124.83388043447032,16000,2,0.007244472659463776
8,0.0148,0.2,17446.2755625,125.26557754914818,16000,2,0.007180075604124987
8,0.014599999999999998,0.2,17882.335875,131.15863397888884,16000,2,0.007334535873596482
8,0.0144,0.2,18066.66875,131.62685564566854,16000,2,0.0072856184760496335
8,0.0142,0.2,18295.3950625,131.9410761990939,16000,2,0.007211709599511903
8,0.013999999999999999,0.2,18498.805,132.91146073144046,16000,2,0.007184867386376604
8,0.0138,0.2,18618.01075,135.7205562484912,16000,2,0.007289745294002002
8,0.013600000000000001,0.2,18799.4145625,135.9128200064274,16000,2,0.007229630452298156
8,0.013399999999999999,0.2,19432.75775,140.43379310604786,16000,2,0.007226652794868904
8,0.0132,0.2,19763.742875,143.5534184168695,16000,2,0.007263473286654439
8,0.013000000000000001,0.2,19887.9094375,143.8104633641879,16000,2,0.0072310497901314635
8,0.012799999999999999,0.2,20193.007125,146.7241120301871,16000,2,0.007266085289918754
8,0.0126,0.2,20384.556625,150.13424646761584,16000,2,0.007365097472048442
8,0.0124,0.2,20484.4276875,150.8049474803785,16000,2,0.007361931208476117
8,0.012199999999999999,0.2,21165.771625,154.28748303864288,16000,2,0.0072894806658693155
8,0.012,0.2,21564.051875,155.0235194874229,16000,2,0.007188979157815298
8,0.0118,0.2,21723.818625,160.4278858723004,16000,2,0.007384884243494756
8,0.0116,0.2,22230.4435625,160.39989636314903,16000,2,0.007215325952097678
8,0.0114,0.2,22572.7366875,164.5558519403465,16000,2,0.007290026646679126
8,0.0112,0.2,23115.69975,167.12801297418613,16000,2,0.007230065054560425
8,0.011,0.2,23533.418625,172.4167081227181,16000,2,0.007326462460475527
8,0.0108,0.2,23852.9065625,172.24141601161355,16000,2,0.0072209822966564745
8,0.010599999999999998,0.2,24386.36125,173.63896426676533,16000,2,0.007120331011530689
8,0.0104,0.2,24576.38125,178.54023471925154,16000,2,0.007264708050508923
8,0.0102,0.2,25196.12925,183.71573223947215,16000,2,0.007291426806737473
8,0.009999999999999998,0.2,25563.4689375,184.70964629943043,16000,2,0.00722553135300323
8,0.0098,0.2,26175.5583125,187.64481763393016,16000,2,0.007168703543730006
8,0.009600000000000001,0.2,26967.5663125,195.8547026134965,16000,2,0.007262602058485121
8,0.009399999999999999,0.2,27623.847,199.0517470007917,16000,2,0.007205793856329703
8,0.0092,0.2,28031.0249375,204.84363534482023,16000,2,0.007307746891223365
8,0.009000000000000001,0.2,28890.078375,209.31863688222566,16000,2,0.007245346799175156
8,0.008799999999999999,0.2,29347.070875,213.00836527220997,16000,2,0.007258249594294816
8,0.0086,0.2,30079.4865625,220.54958131102728,16000,2,0.007332225596762205
8,0.0084,0.2,30285.959,216.01557660763018,16000,2,0.007132532161442541
8,0.1,0.2,2536.8625,18.51865403686086,16000,2,0.007299825685018742
8,0.099,0.2,2584.1706875,18.706733215101753,16000,2,0.007238969664654457
8,0.098,0.2,2569.1996875,18.686168965930765,16000,2,0.007273147765370326
8,0.097,0.2,2610.2499375,19.09276163626979,16000,2,0.007314533892703057
8,0.096,0.2,2623.250125,18.94343021873932,16000,2,0.007221358740520148
8,0.095,0.2,2642.5835625,18.99779666960686,16000,2,0.0071890996898633965
8,0.094,0.2,2698.4194375,19.452367375577964,16000,2,0.007208800494559128
8,0.008199999999999999,0.2,31533.298125,231.97713175056808,16000,2,0.007356576874102923
8,0.093,0.2,2725.2395625,19.78437323621325,16000,2,0.007259682234344214
8,0.09200000000000001,0.2,2757.074,19.956915946871824,16000,2,0.007238440443336604
8,0.09100000000000001,0.2,2816.0498125,20.444909943857095,16000,2,0.00726013788999945
8,0.09000000000000001,0.2,2790.2436875,20.324042066509282,16000,2,0.007283966686335988
8,0.08900000000000001,0.2,2883.5899375,20.99537078181687,16000,2,0.007280983509055844
8,0.08800000000000001,0.2,2882.13875,20.936399044828008,16000,2,0.007264188458944944
8,0.08700000000000001,0.2,2964.9344375,21.554156483474614,16000,2,0.0072696907597217695
8,0.08600000000000001,0.2,2977.908875,21.50269771549793,16000,2,0.007220737308658557
8,0.085,0.2,2986.747625,21.853203061015858,16000,2,0.007316722336396219
8,0.084,0.2,3006.364375,21.798446198191964,16000,2,0.007250766533644799
8,0.008,0.2,32036.116375,227.61972195238593,16000,2,0.007105097237379664
